,country,study,doi,subregion,start_year,end_year,class_consumed,ab_consumed,amt_consumed,percent_isolates_resistant,notes,pathogen,ab_for_resistance,class_for_resistance,ab_setting,pathogen_setting,units,Region,income_group
5436,Poland,Antimicrobial use in Europe and antimicrobial resistance in Streptococcus pneumoniae,10.1007/s10096-007-0321-5,Poland,1998,2005,total abx,total abx,22,13,"DDD/1000 inhabitants/day, resistance = intermediate resistance and resistant",S. pneumoniae,Multi-Drug Resistant,MDR,community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5437,Poland,Antimicrobial use in Europe and antimicrobial resistance in Streptococcus pneumoniae,10.1007/s10096-007-0321-5,Poland,1998,2005,"Beta lactam antibacterials, penicillins","Beta lactam antibacterials, penicillins",11,48,"DDD/1000 inhabitants/day, resistance = intermediate resistance and resistant",S. pneumoniae,Trimetoprim-sulfamethoxazole,Sulfonamide and Trimethoprim,community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5438,Poland,Antimicrobial use in Europe and antimicrobial resistance in Streptococcus pneumoniae,10.1007/s10096-007-0321-5,Poland,1998,2005,Fluoroquinolones,Fluoroquinolones,1,13,"DDD/1000 inhabitants/day, resistance = intermediate resistance and resistant",S. pneumoniae,Multi-Drug Resistant,MDR,community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5439,Poland,Antimicrobial use in Europe and antimicrobial resistance in Streptococcus pneumoniae,10.1007/s10096-007-0321-5,Poland,1998,2005,total abx,total abx,22,4,"DDD/1000 inhabitants/day, resistance = intermediate resistance and resistant",S. pneumoniae,Ciprofloxacin,Quinolones,community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5440,Portugal,The use and resistance to antibiotics in the community,10.1016/s0924-8579(02)00394-1,Portugal,1997,1998,"Beta lactam antibacterials, penicillins","Beta lactam antibacterials, penicillins",12,17,"DDD/1000 inhabitants/day, resistance in 1997-1999",S. pneumoniae,Penicillin,"Beta lactam antibacterials, penicillins",community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5441,Portugal,Non-Hospital antimicrobial use and resistance in community-acquired Escherichia coli urinary tract infection,10.1093/jac/dkg488,Portugal,2000,2000,Quinolones,Quinolones,4,26,DDD/1000 inhabitants/day,E. coli,Trimethoprim-Sulfamethoxazole,Sulfonamide and Trimethoprim,community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5442,Portugal,Non-Hospital antimicrobial use and resistance in community-acquired Escherichia coli urinary tract infection,10.1093/jac/dkg488,Portugal,2000,2000,Quinolones,Quinolones,4,3,DDD/1000 inhabitants/day,E. coli,Gentamicin,Aminoglycosides,community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5443,Portugal,Non-Hospital antimicrobial use and resistance in community-acquired Escherichia coli urinary tract infection,10.1093/jac/dkg488,Portugal,2000,2000,"Beta lactam antibacterials, penicillins","Beta lactam antibacterials, penicillins",13,2,DDD/1000 inhabitants/day,E. coli,Mecillinam,Mecillinam,community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5444,Portugal,Antimicrobial drug use and resistance in Europe,10.3201/eid1411.070467,Portugal,2004,2004,Fluoroquinolones,Fluoroquinolones,3,18,"DDD/1000 inhabitants/ day, DDD in 2004, resistance in 2005",S. pneumoniae,Erythromycin,"Macrolides, Lincosamides and Streptogramins",hospital + community,Community + Hospital,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5445,Portugal,Non-Hospital antimicrobial use and resistance in community-acquired Escherichia coli urinary tract infection,10.1093/jac/dkg488,Portugal,2000,2000,Quinolones,Quinolones,4,9,DDD/1000 inhabitants/day,E. coli,Co-Amoxiclav,"Beta lactam antibacterials, penicillins",community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5446,Portugal,Non-Hospital antimicrobial use and resistance in community-acquired Escherichia coli urinary tract infection,10.1093/jac/dkg488,Portugal,2000,2000,Sulfonamide and Trimethoprim,Sulfonamide and Trimethoprim,0,44,DDD/1000 inhabitants/day,E. coli,Sulfamethoxaole,Sulfamethoxaole,community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5447,Portugal,Non-Hospital antimicrobial use and resistance in community-acquired Escherichia coli urinary tract infection,10.1093/jac/dkg488,Portugal,2000,2000,Quinolones,Quinolones,4,2,DDD/1000 inhabitants/day,E. coli,Mecillinam,Mecillinam,community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5448,Portugal,Non-Hospital antimicrobial use and resistance in community-acquired Escherichia coli urinary tract infection,10.1093/jac/dkg488,Portugal,2000,2000,Quinolones,Quinolones,4,5,DDD/1000 inhabitants/day,E. coli,Nitrofurantoin,Nitrofuran derivatives,community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5449,Portugal,Non-Hospital antimicrobial use and resistance in community-acquired Escherichia coli urinary tract infection,10.1093/jac/dkg488,Portugal,2000,2000,Sulfonamide and Trimethoprim,Sulfonamide and Trimethoprim,0,26,DDD/1000 inhabitants/day,E. coli,Trimethoprim-Sulfamethoxazole,Sulfonamide and Trimethoprim,community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5450,Portugal,Non-Hospital antimicrobial use and resistance in community-acquired Escherichia coli urinary tract infection,10.1093/jac/dkg488,Portugal,2000,2000,Sulfonamide and Trimethoprim,Sulfonamide and Trimethoprim,0,2,DDD/1000 inhabitants/day,E. coli,Cefadroxil,Cephalosporin (undefined and 1st/2nd gen),community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5451,Portugal,Antimicrobial drug use and resistance in Europe,10.3201/eid1411.070467,Portugal,2004,2004,"Beta lactam antibacterials, penicillins",Penicillin,11,29,"DDD/1000 inhabitants/ day, DDD in 2004, resistance in 2005",E. coli,Fluoroquinolones,Quinolones,hospital + community,Community + Hospital,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5452,Portugal,Non-Hospital antimicrobial use and resistance in community-acquired Escherichia coli urinary tract infection,10.1093/jac/dkg488,Portugal,2000,2000,Cephalosporin (undefined and 1st/2nd gen),Cephalosporin (undefined and 1st/2nd gen),3,11,DDD/1000 inhabitants/day,E. coli,Nalidixic Acid,Nalidixic Acid,community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5453,Portugal,Non-Hospital antimicrobial use and resistance in community-acquired Escherichia coli urinary tract infection,10.1093/jac/dkg488,Portugal,2000,2000,Quinolones,Quinolones,4,5,DDD/1000 inhabitants/day,E. coli,Ciprofloxacin,Quinolones,community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5454,Portugal,Non-Hospital antimicrobial use and resistance in community-acquired Escherichia coli urinary tract infection,10.1093/jac/dkg488,Portugal,2000,2000,"Beta lactam antibacterials, penicillins","Beta lactam antibacterials, penicillins",13,45,DDD/1000 inhabitants/day,E. coli,Ampicillin,"Beta lactam antibacterials, penicillins",community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5455,Portugal,"Positive Association between the Use of Quinolones in Food Animals and the Prevalence of Fluoroquinolone Resistance in E. coli and K. pneumoniae, A. baumannii and P. aeruginosa: A Global Ecological Analysis",https://doi.org/10.3390/antibiotics10101193,Portugal,2017,2017,Quinolones,Quinolones,2,30,DDD/1000/inhabs/day -- converted from DDD/1000 inhabitants/year,E. coli,Fluoroquinolone,Quinolones,community,community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5456,Portugal,Non-Hospital antimicrobial use and resistance in community-acquired Escherichia coli urinary tract infection,10.1093/jac/dkg488,Portugal,2000,2000,Cephalosporin (undefined and 1st/2nd gen),Cephalosporin (undefined and 1st/2nd gen),3,44,DDD/1000 inhabitants/day,E. coli,Sulfamethoxaole,Sulfamethoxaole,community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5457,Portugal,Non-Hospital antimicrobial use and resistance in community-acquired Escherichia coli urinary tract infection,10.1093/jac/dkg488,Portugal,2000,2000,Cephalosporin (undefined and 1st/2nd gen),Cephalosporin (undefined and 1st/2nd gen),3,0,DDD/1000 inhabitants/day,E. coli,Fosfomycin,J01XX Other antibacterials,community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5458,Portugal,Non-Hospital antimicrobial use and resistance in community-acquired Escherichia coli urinary tract infection,10.1093/jac/dkg488,Portugal,2000,2000,Cephalosporin (undefined and 1st/2nd gen),Cephalosporin (undefined and 1st/2nd gen),3,26,DDD/1000 inhabitants/day,E. coli,Trimethoprim,Sulfonamide and Trimethoprim,community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5459,Portugal,Non-Hospital antimicrobial use and resistance in community-acquired Escherichia coli urinary tract infection,10.1093/jac/dkg488,Portugal,2000,2000,"Beta lactam antibacterials, penicillins","Beta lactam antibacterials, penicillins",13,11,DDD/1000 inhabitants/day,E. coli,Nalidixic Acid,Nalidixic Acid,community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5460,Portugal,Antimicrobial drug use and resistance in Europe,10.3201/eid1411.070467,Portugal,2004,2004,"Beta lactam antibacterials, penicillins",non-Penicillin (largely Cephaosporins),3,29,"DDD/1000 inhabitants/ day, DDD in 2004, resistance in 2005",E. coli,Fluoroquinolones,Quinolones,hospital + community,Community + Hospital,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5461,Portugal,Antimicrobial drug use and resistance in Europe,10.3201/eid1411.070467,Portugal,2004,2004,total abx,total abx,23,16,"DDD/1000 inhabitants/ day, DDD in 2004, resistance in 2005",S. pneumoniae,Penicillin,"Beta lactam antibacterials, penicillins",hospital + community,Community + Hospital,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5462,Portugal,Non-Hospital antimicrobial use and resistance in community-acquired Escherichia coli urinary tract infection,10.1093/jac/dkg488,Portugal,2000,2000,Quinolones,Quinolones,4,26,DDD/1000 inhabitants/day,E. coli,Trimethoprim,Sulfonamide and Trimethoprim,community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5463,Portugal,Non-Hospital antimicrobial use and resistance in community-acquired Escherichia coli urinary tract infection,10.1093/jac/dkg488,Portugal,2000,2000,Sulfonamide and Trimethoprim,Sulfonamide and Trimethoprim,0,2,DDD/1000 inhabitants/day,E. coli,Mecillinam,Mecillinam,community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5464,Portugal,Non-Hospital antimicrobial use and resistance in community-acquired Escherichia coli urinary tract infection,10.1093/jac/dkg488,Portugal,2000,2000,"Beta lactam antibacterials, penicillins","Beta lactam antibacterials, penicillins",13,0,DDD/1000 inhabitants/day,E. coli,Fosfomycin,J01XX Other antibacterials,community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5465,Portugal,Antimicrobial drug use and resistance in Europe,10.3201/eid1411.070467,Portugal,2004,2004,"Beta lactam antibacterials, penicillins",non-Penicillin (largely Cephaosporins),3,18,"DDD/1000 inhabitants/ day, DDD in 2004, resistance in 2005",S. pneumoniae,Erythromycin,"Macrolides, Lincosamides and Streptogramins",hospital + community,Community + Hospital,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5466,Portugal,The use and resistance to antibiotics in the community,10.1016/s0924-8579(02)00394-1,Portugal,1997,1998,"Macrolides, Lincosamides and Streptogramins","Macrolides, Lincosamides and Streptogramins",3,36,DDD/1000 inhabitants/day  ,S. pyogenes,Erythromycin,"Macrolides, Lincosamides and Streptogramins",community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5467,Portugal,Non-Hospital antimicrobial use and resistance in community-acquired Escherichia coli urinary tract infection,10.1093/jac/dkg488,Portugal,2000,2000,Sulfonamide and Trimethoprim,Sulfonamide and Trimethoprim,0,3,DDD/1000 inhabitants/day,E. coli,Gentamicin,Aminoglycosides,community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5468,Portugal,Antimicrobial drug use and resistance in Europe,10.3201/eid1411.070467,Portugal,2004,2004,"Beta lactam antibacterials, penicillins",Penicillin,11,16,"DDD/1000 inhabitants/ day, DDD in 2004, resistance in 2005",S. pneumoniae,Penicillin,"Beta lactam antibacterials, penicillins",hospital + community,Community + Hospital,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5469,Portugal,Non-Hospital antimicrobial use and resistance in community-acquired Escherichia coli urinary tract infection,10.1093/jac/dkg488,Portugal,2000,2000,Sulfonamide and Trimethoprim,Sulfonamide and Trimethoprim,0,0,DDD/1000 inhabitants/day,E. coli,Fosfomycin,J01XX Other antibacterials,community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5470,Portugal,Non-Hospital antimicrobial use and resistance in community-acquired Escherichia coli urinary tract infection,10.1093/jac/dkg488,Portugal,2000,2000,"Beta lactam antibacterials, penicillins","Beta lactam antibacterials, penicillins",13,44,DDD/1000 inhabitants/day,E. coli,Sulfamethoxaole,Sulfamethoxaole,community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5471,Portugal,Antimicrobial drug use and resistance in Europe,10.3201/eid1411.070467,Portugal,2004,2004,Fluoroquinolones,Fluoroquinolones,3,29,"DDD/1000 inhabitants/ day, DDD in 2004, resistance in 2005",E. coli,Fluoroquinolones,Quinolones,hospital + community,Community + Hospital,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5472,Portugal,The use and resistance to antibiotics in the community,10.1016/s0924-8579(02)00394-1,Portugal,1997,1997,NA,total abx,28,17,"DDD/1000 inhabitants/day, resistance in 1997-1999",S. pneumoniae,Penicillin,"Beta lactam antibacterials, penicillins",community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5473,Portugal,Non-Hospital antimicrobial use and resistance in community-acquired Escherichia coli urinary tract infection,10.1093/jac/dkg488,Portugal,2000,2000,"Beta lactam antibacterials, penicillins","Beta lactam antibacterials, penicillins",13,2,DDD/1000 inhabitants/day,E. coli,Cefadroxil,Cephalosporin (undefined and 1st/2nd gen),community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5474,Portugal,Non-Hospital antimicrobial use and resistance in community-acquired Escherichia coli urinary tract infection,10.1093/jac/dkg488,Portugal,2000,2000,"Beta lactam antibacterials, penicillins","Beta lactam antibacterials, penicillins",13,26,DDD/1000 inhabitants/day,E. coli,Trimethoprim,Sulfonamide and Trimethoprim,community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5475,Portugal,The use and resistance to antibiotics in the community,10.1016/s0924-8579(02)00394-1,Portugal,1997,1997,NA,total abx,28,11,"DDD/1000 inhabitants/day, resistance in 1997-1999",H. influenzae,Beta-lactam antibiotics,"Beta lactam antibacterials, penicillins",community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5476,Portugal,Non-Hospital antimicrobial use and resistance in community-acquired Escherichia coli urinary tract infection,10.1093/jac/dkg488,Portugal,2000,2000,Quinolones,Quinolones,4,44,DDD/1000 inhabitants/day,E. coli,Sulfamethoxaole,Sulfamethoxaole,community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5477,Portugal,Antimicrobial drug use and resistance in Europe,10.3201/eid1411.070467,Portugal,2004,2004,total abx,total abx,23,18,"DDD/1000 inhabitants/ day, DDD in 2004, resistance in 2005",S. pneumoniae,Erythromycin,"Macrolides, Lincosamides and Streptogramins",hospital + community,Community + Hospital,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5478,Portugal,Non-Hospital antimicrobial use and resistance in community-acquired Escherichia coli urinary tract infection,10.1093/jac/dkg488,Portugal,2000,2000,Sulfonamide and Trimethoprim,Sulfonamide and Trimethoprim,0,11,DDD/1000 inhabitants/day,E. coli,Nalidixic Acid,Nalidixic Acid,community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
