"Consumption","Resistance","Pathogen","DOI","Antibiotic","Weight","ISO3","PC1","PC2","PC3","GDP","Year"
87,63,"Acinetobacter spp.","https://doi.org/10.1007/s10096-018-3352-1","J01D",1,"BRA",-3.35430939462738,-0.931137478553002,1.03283862584676,16440.58374,2007
118,76,"Acinetobacter spp.","https://doi.org/10.1007/s10096-018-3352-1","J01D",1,"BRA",-3.21734083873706,-1.17157598843414,1.02190865196567,17113.36798,2008
140,57,"P. aeruginosa","https://doi.org/10.1007/s10096-018-3352-1","J01D",1,"BRA",-3.08685403848337,-1.40360707282844,1.00881104009003,16939.44078,2009
156,54,"P. aeruginosa","https://doi.org/10.1007/s10096-018-3352-1","J01D",1,"BRA",-2.93983748037192,-1.64964157577591,0.997207925642445,18062.15811,2010
220,66,"P. aeruginosa","https://doi.org/10.1007/s10096-018-3352-1","J01D",1,"BRA",-2.79144821520567,-1.90238363635956,0.985988985480535,18627.81045,2011
219,44,"P. aeruginosa","https://doi.org/10.1007/s10096-018-3352-1","J01D",1,"BRA",-2.33403740887391,-3.67683741064336,0.752668970791227,17620.92724,2016
87,1,"K. pneumoniae","https://doi.org/10.1007/s10096-018-3352-1","J01D",1,"BRA",-3.35430939462738,-0.931137478553002,1.03283862584676,16440.58374,2007
118,1,"K. pneumoniae","https://doi.org/10.1007/s10096-018-3352-1","J01D",1,"BRA",-3.21734083873706,-1.17157598843414,1.02190865196567,17113.36798,2008
140,5,"K. pneumoniae","https://doi.org/10.1007/s10096-018-3352-1","J01D",1,"BRA",-3.08685403848337,-1.40360707282844,1.00881104009003,16939.44078,2009
156,15,"K. pneumoniae","https://doi.org/10.1007/s10096-018-3352-1","J01D",1,"BRA",-2.93983748037192,-1.64964157577591,0.997207925642445,18062.15811,2010
220,10,"K. pneumoniae","https://doi.org/10.1007/s10096-018-3352-1","J01D",1,"BRA",-2.79144821520567,-1.90238363635956,0.985988985480535,18627.81045,2011
199,36,"K. pneumoniae","https://doi.org/10.1007/s10096-018-3352-1","J01D",1,"BRA",-2.85372574626252,-2.69179599532858,0.799154494688383,18832.21955,2012
227,63,"K. pneumoniae","https://doi.org/10.1007/s10096-018-3352-1","J01D",1,"BRA",-2.71089116221965,-2.94548661256019,0.789129646008654,19241.50598,2013
245,84,"K. pneumoniae","https://doi.org/10.1007/s10096-018-3352-1","J01D",1,"BRA",-2.57405733723056,-3.18948552243266,0.777611405682442,19183.17275,2014
223,80,"K. pneumoniae","https://doi.org/10.1007/s10096-018-3352-1","J01D",1,"BRA",-2.4613856801155,-3.43033110872296,0.764952698444053,18357.06906,2015
219,82,"K. pneumoniae","https://doi.org/10.1007/s10096-018-3352-1","J01D",1,"BRA",-2.33403740887391,-3.67683741064336,0.752668970791227,17620.92724,2016
156,81,"Acinetobacter spp.","https://doi.org/10.1007/s10096-018-3352-1","J01D",1,"BRA",-2.93983748037192,-1.64964157577591,0.997207925642445,18062.15811,2010
220,86,"Acinetobacter spp.","https://doi.org/10.1007/s10096-018-3352-1","J01D",1,"BRA",-2.79144821520567,-1.90238363635956,0.985988985480535,18627.81045,2011
199,88,"Acinetobacter spp.","https://doi.org/10.1007/s10096-018-3352-1","J01D",1,"BRA",-2.85372574626252,-2.69179599532858,0.799154494688383,18832.21955,2012
227,92,"Acinetobacter spp.","https://doi.org/10.1007/s10096-018-3352-1","J01D",1,"BRA",-2.71089116221965,-2.94548661256019,0.789129646008654,19241.50598,2013
245,89,"Acinetobacter spp.","https://doi.org/10.1007/s10096-018-3352-1","J01D",1,"BRA",-2.57405733723056,-3.18948552243266,0.777611405682442,19183.17275,2014
223,87,"Acinetobacter spp.","https://doi.org/10.1007/s10096-018-3352-1","J01D",1,"BRA",-2.4613856801155,-3.43033110872296,0.764952698444053,18357.06906,2015
219,92,"Acinetobacter spp.","https://doi.org/10.1007/s10096-018-3352-1","J01D",1,"BRA",-2.33403740887391,-3.67683741064336,0.752668970791227,17620.92724,2016
87,38,"P. aeruginosa","https://doi.org/10.1007/s10096-018-3352-1","J01D",1,"BRA",-3.35430939462738,-0.931137478553002,1.03283862584676,16440.58374,2007
118,52,"P. aeruginosa","https://doi.org/10.1007/s10096-018-3352-1","J01D",1,"BRA",-3.21734083873706,-1.17157598843414,1.02190865196567,17113.36798,2008
227,81,"P. aeruginosa","https://doi.org/10.1007/s10096-018-3352-1","J01D",1,"BRA",-2.71089116221965,-2.94548661256019,0.789129646008654,19241.50598,2013
245,76,"P. aeruginosa","https://doi.org/10.1007/s10096-018-3352-1","J01D",1,"BRA",-2.57405733723056,-3.18948552243266,0.777611405682442,19183.17275,2014
223,62,"P. aeruginosa","https://doi.org/10.1007/s10096-018-3352-1","J01D",1,"BRA",-2.4613856801155,-3.43033110872296,0.764952698444053,18357.06906,2015
140,84,"Acinetobacter spp.","https://doi.org/10.1007/s10096-018-3352-1","J01D",1,"BRA",-3.08685403848337,-1.40360707282844,1.00881104009003,16939.44078,2009
199,69,"P. aeruginosa","https://doi.org/10.1007/s10096-018-3352-1","J01D",1,"BRA",-2.85372574626252,-2.69179599532858,0.799154494688383,18832.21955,2012
32,39,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
52,27,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
83,66,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
85,56,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
59,43,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
28,38,"P. aeruginosa","https://doi.org/10.1371/journal.pone.0078604","J01D",1,"CHN",-1.58407288566217,-6.02265177388231,0.488981557069322,10267.80567,2010
27,16,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
54,46,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
50,35,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
60,44,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
57,45,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
44,65,"P. aeruginosa","https://doi.org/10.1371/journal.pone.0078604","J01G",1,"CHN",-2.1482018956611,-3.85871080376836,0.631884438443154,5567.190612,2004
82,57,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
96,23,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
106,49,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
54,31,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
54,41,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
105,41,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
69,19,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
47,42,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
51,31,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
53,30,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
47,29,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
55,44,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
29,40,"P. aeruginosa","https://doi.org/10.1371/journal.pone.0078604","J01D",1,"CHN",-1.48119376487864,-6.20045016211227,0.493627877460411,11187.1661,2011
64,17,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
49,34,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
71,39,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
75,38,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
63,29,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
47,44,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
90,54,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
91,75,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
59,44,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
30,19,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
12,40,"P. aeruginosa","https://doi.org/10.1371/journal.pone.0078604","J01M",1,"CHN",-1.8281355266774,-5.52695922838994,0.455145913540877,8566.964854,2008
13,43,"P. aeruginosa","https://doi.org/10.1371/journal.pone.0078604","J01M",1,"CHN",-1.6883840524033,-5.81981016282927,0.47366184130405,9325.650779,2009
57,17,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
67,28,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
43,31,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
99,43,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
43,47,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
49,46,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
397,46,"S. aureus","10.1017/S0950268818003059","J01C",1,"CHN",-1.35312281586922,-6.4548943873254,0.48091957226722,11985.31712,2012
60,14,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
59,25,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
56,30,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
55,38,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
55,40,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
54,42,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
59,47,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
53,50,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
56,49,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
60,55,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
61,50,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
63,49,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
66,40,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
74,35,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
78,43,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
88,43,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
99,42,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
19,33,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
20,33,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
15,28,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
85,54,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
31,40,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
43,64,"P. aeruginosa","https://doi.org/10.1371/journal.pone.0078604","J01G",1,"CHN",-2.33179769157929,-3.69844475089425,0.577754753017023,5085.977831,2003
21,21,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
37,20,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
40,19,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
48,9,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
51,18,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
77,37,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
45,27,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
42,33,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
40,37,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
46,52,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
46,51,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
47,42,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
359,35,"S. aureus","10.1017/S0950268818003059","J01C",1,"CHN",-1.35312281586922,-6.4548943873254,0.48091957226722,11985.31712,2012
50,34,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
50,31,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
55,23,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
350,27,"S. aureus","10.1017/S0950268818003059","J01C",1,"CHN",-0.907816811570494,-7.12250598199081,0.443032904466055,15485.21301,2016
71,16,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
69,12,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
79,25,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
71,35,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
53,38,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
58,40,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
58,49,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
66,41,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
68,49,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
76,30,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
81,41,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
75,56,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
22,38,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
33,43,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
34,52,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
35,25,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
23,43,"P. aeruginosa","https://doi.org/10.1371/journal.pone.0078604","J01M",1,"CHN",-1.95168429768264,-5.27909855899847,0.436618829089813,7853.096395,2007
11,51,"P. aeruginosa","https://doi.org/10.1371/journal.pone.0078604","J01M",1,"CHN",-1.58407288566217,-6.02265177388231,0.488981557069322,10267.80567,2010
41,9,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
57,9,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
40,31,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
38,31,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
6,28,"Acinetobacter spp.","https://doi.org/10.2147/IDR.S381604","J01D",1,"CHN",-0.650717284610922,-7.549244035477,0.385178332865924,17490.16673,2018
44,36,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
48,43,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
333,44,"S. aureus","10.1017/S0950268818003059","J01C",1,"CHN",-1.24192984551251,-6.49973486571037,0.499685364207569,12830.36997,2013
337,25,"S. aureus","10.1017/S0950268818003059","J01C",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
53,22,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
92,17,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
93,16,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
71,33,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
58,47,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
57,52,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
65,47,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
67,48,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
70,45,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
90,57,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
101,49,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
50,19,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
6,18,"Acinetobacter spp.","https://doi.org/10.2147/IDR.S381604","J01D",1,"CHN",-0.796330593375932,-7.31229156899351,0.42359406727723,16461.06993,2017
38,38,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
746,75,"S. aureus","10.1017/S0950268818003059","J01C",1,"CHN",-1.58407288566217,-6.02265177388231,0.488981557069322,10267.80567,2010
43,39,"P. aeruginosa","https://doi.org/10.2147/IDR.S163853","J01G",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
337,42,"S. aureus","10.1017/S0950268818003059","J01C",1,"CHN",-0.907816811570494,-7.12250598199081,0.443032904466055,15485.21301,2016
66,32,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
68,34,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
38,7,"P. aeruginosa","https://doi.org/10.2147/IDR.S163853","J01D",1,"CHN",-0.907816811570494,-7.12250598199081,0.443032904466055,15485.21301,2016
44,14,"P. aeruginosa","https://doi.org/10.2147/IDR.S163853","J01D",1,"CHN",-1.24192984551251,-6.49973486571037,0.499685364207569,12830.36997,2013
39,30,"P. aeruginosa","https://doi.org/10.2147/IDR.S163853","J01D",1,"CHN",-1.04471226966516,-6.84190099408763,0.466840946344343,14575.93479,2015
82,32,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
193,45,"P. aeruginosa","https://doi.org/10.1371/journal.pone.0078604","J01D",1,"CHN",-1.6883840524033,-5.81981016282927,0.47366184130405,9325.650779,2009
102,41,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
9,17,"P. aeruginosa","https://doi.org/10.1371/journal.pone.0078604","J01D",1,"CHN",-2.07094179457626,-5.07033843779818,0.427874392238765,6910.757859,2006
14,37,"P. aeruginosa","https://doi.org/10.1371/journal.pone.0078604","J01D",1,"CHN",-1.8281355266774,-5.52695922838994,0.455145913540877,8566.964854,2008
38,42,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
35,52,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
39,50,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
37,26,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
30,35,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
33,33,"E. coli","https://doi.org/10.1186/s12879-020-04981-0","J01M",1,"CHN",-1.1471184963597,-6.66556216623794,0.485655711813823,13696.51749,2014
