"ISO3","Year","PC1","PC2","PC3","GDP"
"LCA",2009,-2.68514048444202,-1.75601451624908,1.08129898450553,20907.15506
"LCA",2010,-2.50256883373612,-2.07470675791063,1.08145955647277,20848.87633
"LCA",2011,-2.37730038594314,-2.30384895306495,1.08328105402346,21637.68313
"LCA",2012,-2.27296786831179,-2.51314002486728,1.08526192439612,21515.71512
"LCA",2013,-2.1666038305595,-2.70977712446567,1.08214876476605,20989.21664
"LCA",2014,-1.89762302296011,-2.93316225957714,1.15699909890811,21214.33739
"LCA",2015,-1.78658018535136,-3.15913497580327,1.15116352505204,21142.62482
"LCA",2016,-1.83995283911949,-3.35625954043301,1.05823814811965,21775.16216
"LCA",2017,-1.72028604154453,-3.58116699040966,1.04626504352281,22422.61204
"LCA",2018,-1.59308435049622,-3.8155353932444,1.03244370026071,22981.80344
"LCA",2019,-1.48645281216784,-4.02440716652763,1.01789727656047,22738.01096
"VCT",2001,-3.33671316280334,0.593376491242671,1.63004234450202,10067.16938
"VCT",2002,-3.08016946151322,0.0887925504996705,1.62706566550283,10619.37891
"VCT",2003,-3.12519303227144,-0.37370535859893,1.15053954573957,11350.58618
"VCT",2004,-3.10761150164178,-0.503841371670971,1.129758312853,11849.67713
"VCT",2005,-2.82014940939595,-0.914641231113796,1.15469512564355,12186.14301
"VCT",2006,-2.58996104991049,-0.534317604134741,1.30552158928713,13089.55029
"VCT",2007,-2.49364125676415,-1.47791975349955,1.1547826047452,13583.08165
"VCT",2008,-2.47419741150228,-1.6051102168648,1.12798931278822,13699.82999
"VCT",2009,-2.36434087111875,-1.97828978323195,1.07161436798534,13574.59647
"VCT",2010,-2.22308186675858,-2.22667557723957,1.06782981084199,13032.49348
"VCT",2011,-2.05488751815528,-2.345773354857,1.12347490430301,13025.7411
"VCT",2012,-1.75834496760409,-2.57940748423605,1.2046105834063,13252.31785
"VCT",2013,-1.64359186098285,-2.77902183519578,1.20411721225342,13654.12244
"VCT",2014,-1.52245728324044,-2.99415584981961,1.20208411076472,13901.97045
"VCT",2015,-1.42482366404175,-3.34480330569187,1.13929369498348,14365.69947
"VCT",2016,-1.46120192872165,-3.40356330117547,1.08911504539369,15047.24769
"VCT",2017,-1.33176132613785,-3.63749201608743,1.08296246608312,15364.36405
